price|quantity|type|timestamp
94767000|0.0002|0|2024-04-21 23:39:44
94765000|0.0013|0|2024-04-21 23:39:44
94751000|0.0016|0|2024-04-21 23:39:44
94777000|0.0015|1|2024-04-21 23:39:44
94799000|0.0181|1|2024-04-21 23:39:44
94800000|0.0067|1|2024-04-21 23:39:44
94804000|0.332|1|2024-04-21 23:39:44
94805000|0.0019|1|2024-04-21 23:39:44
94770000|0.1097|0|2024-04-21 23:39:49
94769000|0.0257|0|2024-04-21 23:39:49
94767000|0.0002|0|2024-04-21 23:39:49
94765000|0.0013|0|2024-04-21 23:39:49
94751000|0.0016|0|2024-04-21 23:39:49
94777000|0.0015|1|2024-04-21 23:39:49
94791000|0.0084|1|2024-04-21 23:39:49
94799000|0.0181|1|2024-04-21 23:39:49
94800000|0.0057|1|2024-04-21 23:39:49
94804000|0.332|1|2024-04-21 23:39:49
94770000|0.1089|0|2024-04-21 23:39:54
94769000|0.0257|0|2024-04-21 23:39:54
94767000|0.0002|0|2024-04-21 23:39:54
94765000|0.0013|0|2024-04-21 23:39:54
94751000|0.1048|0|2024-04-21 23:39:54
94776000|0.0001|1|2024-04-21 23:39:54
94777000|0.0013|1|2024-04-21 23:39:54
94791000|0.0084|1|2024-04-21 23:39:54
94799000|0.0181|1|2024-04-21 23:39:54
94800000|0.0057|1|2024-04-21 23:39:54
94771000|0.0084|0|2024-04-21 23:39:59
94770000|0.2135|0|2024-04-21 23:39:59
94769000|0.0257|0|2024-04-21 23:39:59
94767000|0.0002|0|2024-04-21 23:39:59
94765000|0.0013|0|2024-04-21 23:39:59
94799000|0.014|1|2024-04-21 23:39:59
94800000|0.0057|1|2024-04-21 23:39:59
94805000|0.0019|1|2024-04-21 23:39:59
94818000|0.0588|1|2024-04-21 23:39:59
94821000|0.332|1|2024-04-21 23:39:59
94771000|0.0084|0|2024-04-21 23:40:04
94770000|0.2135|0|2024-04-21 23:40:04
94769000|0.0257|0|2024-04-21 23:40:04
94767000|0.0127|0|2024-04-21 23:40:04
94765000|0.0013|0|2024-04-21 23:40:04
94799000|0.014|1|2024-04-21 23:40:04
94800000|0.0057|1|2024-04-21 23:40:04
94805000|0.0019|1|2024-04-21 23:40:04
94818000|0.0588|1|2024-04-21 23:40:04
94821000|0.332|1|2024-04-21 23:40:04
94774000|0.0084|0|2024-04-21 23:40:09
94770000|0.2135|0|2024-04-21 23:40:09
94769000|0.0257|0|2024-04-21 23:40:09
94767000|0.0127|0|2024-04-21 23:40:09
94765000|0.0013|0|2024-04-21 23:40:09
94799000|0.014|1|2024-04-21 23:40:09
94800000|0.0057|1|2024-04-21 23:40:09
94805000|0.0019|1|2024-04-21 23:40:09
94818000|0.0588|1|2024-04-21 23:40:09
94821000|0.3712|1|2024-04-21 23:40:09
94775000|0.001|0|2024-04-21 23:40:14
94774000|0.0084|0|2024-04-21 23:40:14
94770000|0.2135|0|2024-04-21 23:40:14
94769000|0.0257|0|2024-04-21 23:40:14
94767000|0.0127|0|2024-04-21 23:40:14
94799000|0.002|1|2024-04-21 23:40:14
94800000|0.0057|1|2024-04-21 23:40:14
94805000|0.0019|1|2024-04-21 23:40:14
94818000|0.0588|1|2024-04-21 23:40:14
94821000|0.3712|1|2024-04-21 23:40:14
94777000|0.0084|0|2024-04-21 23:40:19
94775000|0.0013|0|2024-04-21 23:40:19
94774000|0.0003|0|2024-04-21 23:40:19
94770000|0.2135|0|2024-04-21 23:40:19
94769000|0.0257|0|2024-04-21 23:40:19
94799000|0.002|1|2024-04-21 23:40:19
94800000|0.0057|1|2024-04-21 23:40:19
94802000|0.332|1|2024-04-21 23:40:19
94805000|0.0019|1|2024-04-21 23:40:19
94815000|0.0392|1|2024-04-21 23:40:19
94777000|0.009|0|2024-04-21 23:40:24
94775000|0.0003|0|2024-04-21 23:40:24
94774000|0.0003|0|2024-04-21 23:40:24
94770000|0.1928|0|2024-04-21 23:40:24
94769000|0.026|0|2024-04-21 23:40:24
94799000|0.002|1|2024-04-21 23:40:24
94800000|0.0057|1|2024-04-21 23:40:24
94802000|0.3712|1|2024-04-21 23:40:24
94804000|0.0377|1|2024-04-21 23:40:24
94805000|0.0019|1|2024-04-21 23:40:24
94777000|0.0087|0|2024-04-21 23:40:29
94775000|0.0003|0|2024-04-21 23:40:29
94774000|0.0003|0|2024-04-21 23:40:29
94770000|0.1928|0|2024-04-21 23:40:29
94769000|0.026|0|2024-04-21 23:40:29
94791000|0.0283|1|2024-04-21 23:40:29
94793000|0.0377|1|2024-04-21 23:40:29
94802000|0.3572|1|2024-04-21 23:40:29
94805000|0.0019|1|2024-04-21 23:40:29
94818000|0.0588|1|2024-04-21 23:40:29
94779000|0.0084|0|2024-04-21 23:40:34
94777000|0.0214|0|2024-04-21 23:40:34
94775000|0.0003|0|2024-04-21 23:40:34
94774000|0.0003|0|2024-04-21 23:40:34
94770000|0.1928|0|2024-04-21 23:40:34
94784000|0.0224|1|2024-04-21 23:40:34
94785000|0.0377|1|2024-04-21 23:40:34
94791000|0.332|1|2024-04-21 23:40:34
94794000|0.028|1|2024-04-21 23:40:34
94805000|0.0019|1|2024-04-21 23:40:34
94779000|0.0025|0|2024-04-21 23:40:39
94777000|0.0214|0|2024-04-21 23:40:39
94775000|0.0116|0|2024-04-21 23:40:39
94774000|0.0003|0|2024-04-21 23:40:39
94770000|0.1928|0|2024-04-21 23:40:39
94784000|0.3544|1|2024-04-21 23:40:39
94785000|0.0377|1|2024-04-21 23:40:39
94794000|0.028|1|2024-04-21 23:40:39
94799000|0.0062|1|2024-04-21 23:40:39
94805000|0.0019|1|2024-04-21 23:40:39
94779000|0.0065|0|2024-04-21 23:40:44
94778000|0.0023|0|2024-04-21 23:40:44
94777000|0.0214|0|2024-04-21 23:40:44
94775000|0.0116|0|2024-04-21 23:40:44
94774000|0.0003|0|2024-04-21 23:40:44
94784000|0.3544|1|2024-04-21 23:40:44
94785000|0.0377|1|2024-04-21 23:40:44
94794000|0.028|1|2024-04-21 23:40:44
94799000|0.0062|1|2024-04-21 23:40:44
94805000|0.0019|1|2024-04-21 23:40:44
94779000|0.0177|0|2024-04-21 23:40:49
94778000|0.0023|0|2024-04-21 23:40:49
94777000|0.0214|0|2024-04-21 23:40:49
94775000|0.0116|0|2024-04-21 23:40:49
94774000|0.0003|0|2024-04-21 23:40:49
94784000|0.3323|1|2024-04-21 23:40:49
94793000|0.0221|1|2024-04-21 23:40:49
94795000|0.0377|1|2024-04-21 23:40:49
94804000|0.028|1|2024-04-21 23:40:49
94805000|0.0019|1|2024-04-21 23:40:49
94779000|0.016|0|2024-04-21 23:40:54
94778000|0.0097|0|2024-04-21 23:40:54
94777000|0.0003|0|2024-04-21 23:40:54
94775000|0.0116|0|2024-04-21 23:40:54
94774000|0.0003|0|2024-04-21 23:40:54
94784000|0.3312|1|2024-04-21 23:40:54
94793000|0.0221|1|2024-04-21 23:40:54
94795000|0.0377|1|2024-04-21 23:40:54
94804000|0.028|1|2024-04-21 23:40:54
94805000|0.0019|1|2024-04-21 23:40:54
94779000|0.0005|0|2024-04-21 23:40:59
94778000|0.0097|0|2024-04-21 23:40:59
94777000|0.0003|0|2024-04-21 23:40:59
94775000|0.0116|0|2024-04-21 23:40:59
94774000|0.0003|0|2024-04-21 23:40:59
94784000|0.3311|1|2024-04-21 23:40:59
94793000|0.0221|1|2024-04-21 23:40:59
94795000|0.0377|1|2024-04-21 23:40:59
94797000|0.0062|1|2024-04-21 23:40:59
94804000|0.028|1|2024-04-21 23:40:59
94779000|0.0006|0|2024-04-21 23:41:04
94778000|0.0285|0|2024-04-21 23:41:04
94777000|0.0003|0|2024-04-21 23:41:04
94775000|0.0116|0|2024-04-21 23:41:04
94774000|0.0003|0|2024-04-21 23:41:04
94784000|0.3244|1|2024-04-21 23:41:04
94793000|0.0221|1|2024-04-21 23:41:04
94795000|0.0377|1|2024-04-21 23:41:04
94797000|0.0062|1|2024-04-21 23:41:04
94804000|0.028|1|2024-04-21 23:41:04
94778000|0.0233|0|2024-04-21 23:41:09
94777000|0.0026|0|2024-04-21 23:41:09
94775000|0.0116|0|2024-04-21 23:41:09
94774000|0.0003|0|2024-04-21 23:41:09
94770000|0.0872|0|2024-04-21 23:41:09
94784000|0.3246|1|2024-04-21 23:41:09
94785000|0.0221|1|2024-04-21 23:41:09
94787000|0.0377|1|2024-04-21 23:41:09
94796000|0.028|1|2024-04-21 23:41:09
